"USC00267750"	24.572932330827058
"USC00267820"	16.585041551246523
"USC00267908"	17.79813664596274
"USC00267953"	10.260547945205484
"USC00268160"	12.752054794520554
"USC00268186"	16.19050279329608
"USC00268346"	13.761495844875357
"USC00268588"	12.083282674772033
"USC00268761"	10.302228412256264
"USC00268822"	20.841414141414138
"USC00269072"	19.465934065934075
"USC00269168"	18.109315068493153
"USC00269229"	16.49221311475409
"USC00270045"	9.942372881355928
"USC00270493"	15.40166666666666
"USC00270690"	11.867048710601718
"USC00270706"	13.763285024154598
"USC00270913"	12.344321329639888
"USC00271647"	12.51938202247192
"USC00272174"	12.36264367816092
"USC00272302"	12.220334261838438
"USC00272800"	11.723835616438356
"USC00272842"	14.680952380952382
"USC00272999"	11.536164383561644
"USC00273024"	12.300560224089647
"USC00273055"	12.562011173184363
"USC00273182"	12.555685131195336
"USC00273488"	11.991803278688522
"USC00273626"	11.261643835616438
"USC00273658"	11.053602305475497
"USC00273850"	11.780911680911684
"USC00274218"	14.61282051282051
"USC00274234"	12.615068493150686
"USC00274304"	11.85287671232877
"USC00274329"	10.303287671232882
"USC00274399"	13.225753424657539
"USC00274480"	11.143333333333333
"USC00274556"	12.724109589041097
"USC00275013"	11.849350649350647
"USC00275211"	10.583832335329339
"USC00275350"	10.103561643835615
"USC00275532"	10.079178082191781
"USC00275629"	10.460233918128655
"USC00275712"	12.57906336088154
"USC00275780"	11.760153256704976
"USC00275868"	12.918131868131868
"USC00275995"	11.395890410958904
"USC00276070"	10.532876712328767
"USC00276234"	11.830684931506843
"USC00276550"	14.133333333333333
"USC00276818"	11.43608815426998
"USC00277833"	11.8950248756219
"USC00278539"	12.238429752066109
"USC00278614"	12.508493150684933
"USC00278858"	10.721369863013694
"USC00278973"	12.326685393258424
"USC00279091"	12.886890243902435
"USC00279278"	11.646575342465754
"USC00279966"	12.008839779005513
"USC00280331"	11.773459715639811
"USC00280734"	12.158284023668639
"USC00280907"	10.703631284916208
"USC00281335"	10.566301369863012
"USC00281351"	9.03698630136986
"USC00281582"	10.127692307692314
"USC00281592"	11.64
"USC00282023"	9.028296703296702
"USC00282805"	11.352054794520559
"USC00283029"	11.169146005509644
"USC00283181"	11.240166204986151
"USC00283662"	11.150824175824177
"USC00283704"	9.05150684931506
"USC00283951"	11.982692307692309
"USC00284229"	11.453424657534255
"USC00284987"	9.282093663911843
"USC00286055"	11.179726027397253
"USC00286864"	10.480165289256199
"USC00286964"	10.312362637362641
"USC00286979"	10.587573964497043
"USC00287301"	9.725068870523419
"USC00287587"	12.099999999999989
"USC00287936"	10.190883977900553
"USC00288173"	10.327671232876707
"USC00288644"	11.28873626373626
"USC00289363"	10.405000000000001
"USC00290041"	17.623351648351644
"USC00290225"	13.355068493150698
"USC00290231"	16.927945205479446
"USC00290245"	18.616066481994473
"USC00290377"	16.130538922155683
"USC00290407"	18.424450549450558
"USC00290417"	15.61124999999999
"USC00290426"	18.909963099630993
"USC00290600"	18.5156862745098
"USC00290640"	17.239554317548738
"USC00290692"	18.23948126801153
"USC00290915"	19.325925925925926
"USC00290983"	16.29460317460317
"USC00290992"	19.713437499999998
"USC00291063"	15.4341726618705
"USC00291138"	21.169461077844314
"USC00291440"	17.10443686006827
"USC00291445"	16.73928571428571
"USC00291450"	17.578651685393233
"USC00291469"	16.746005509641876
"USC00291480"	12.175373134328352
"USC00291630"	18.695667870036075
"USC00291647"	21.431858407079645
"USC00291664"	18.175342465753424
"USC00291813"	17.44904109589041
"USC00291883"	17.170642201834863
"USC00291918"	15.891162790697667
"USC00291931"	13.579999999999998
"USC00291963"	18.2717032967033
"USC00291982"	17.202222222222222
"USC00292030"	14.778899082568795
"USC00292095"	14.6639175257732
"USC00292100"	18.144699140401134
"USC00292250"	19.19972602739725
"USC00292365"	16.428412256267414
"USC00292510"	19.089520958083842
"USC00292608"	21.911232876712326
"USC00292700"	20.72225274725274
"USC00292785"	18.023121387283243
"USC00292820"	16.133235294117647
"USC00292837"	18.580547945205502
"USC00292854"	18.046551724137935
"USC00292865"	18.304823151125408
"USC00293060"	20.69565217391305
"USC00293142"	14.646005509641876
"USC00293157"	17.66172413793103
"USC00293296"	18.123626373626383
"USC00293428"	17.14712328767124
"USC00293488"	16.029710144927535
"USC00293530"	21.731506849315068
"USC00293577"	18.739090909090912
"USC00293649"	16.92798742138366
"USC00293706"	15.575182481751826
"USC00293775"	18.73994082840237
"USC00294009"	17.282191780821908
"USC00294026"	15.806060606060619
"USC00294028"	16.127376425855513
"USC00294030"	16.026530612244898
"USC00294112"	16.129589041095873
"USC00294346"	18.189591078066904
"USC00294366"	15.709668508287306
"USC00294369"	18.516842105263162
"USC00294398"	18.749146757679192
"USC00294426"	19.955487804878068
"USC00294742"	16.23479853479854
"USC00294799"	15.332681564245808
"USC00294862"	18.02142857142857
"USC00294960"	17.587295081967213
"USC00295084"	12.983561643835612
"USC00295150"	20.69643835616439
"USC00295273"	21.802191780821932
"USC00295490"	19.437534246575353
"USC00295516"	15.629084967320253
"USC00295560"	19.030065359477117
"USC00295617"	16.663535911602217
"USC00295908"	19.23780821917808
"USC00295937"	17.286601307189542
"USC00295960"	12.988636363636369
"USC00295965"	16.305642633228825
"USC00295968"	17.85205479452057
"USC00296061"	15.785599999999999
"USC00296275"	17.501307189542466
"USC00296281"	16.912876712328778
"USC00296435"	17.239310344827576
"USC00296465"	14.547940074906373
"USC00296619"	17.034180790960445
"USC00296676"	17.765546218487394
"USC00296687"	18.07146814404434
"USC00296754"	15.577187500000008
"USC00296804"	17.289835164835157
