"20130706"	7.7
"20130707"	7.7
"20130708"	8.9
"20130709"	7.8
"20130710"	5.5
"20130711"	4.5
"20130712"	5.0
"20130713"	7.8
"20130714"	8.9
"20130715"	8.8
"20130716"	9.4
"20130717"	10.0
"20130718"	9.5
"20130719"	7.3
"20130720"	6.7
"20130721"	7.3
"20130722"	6.1
"20130723"	7.8
"20130724"	8.3
"20130725"	2.2
"20130726"	10.0
"20130727"	6.7
"20130728"	4.5
"20130729"	8.8
"20130730"	8.9
"20130731"	8.9
"20130801"	5.5
"20130802"	8.9
"20130803"	5.6
"20130804"	7.8
"20130805"	8.9
"20130806"	10.0
"20130807"	5.6
"20130808"	6.1
"20130809"	6.1
"20130810"	7.2
"20130811"	8.9
"20130812"	6.7
"20130813"	5.0
"20130814"	7.2
"20130815"	10.6
"20130816"	10.0
"20130817"	11.1
"20130818"	4.4
"20130819"	7.2
"20131005"	6.6
"20131006"	2.8
"20131007"	8.8
"20131008"	7.2
"20131009"	5.0
"20131010"	6.1
"20131011"	4.4
"20131012"	6.6
"20131013"	5.0
"20131014"	7.8
"20131015"	10.5
"20131016"	6.1
"20131017"	6.7
"20131018"	7.2
"20131019"	6.7
"20131020"	7.2
"20131021"	8.9
"20131022"	8.8
"20131023"	5.6
"20131024"	7.2
"20131025"	7.3
"20131026"	7.8
"20131027"	6.6
"20131028"	10.0
"20131029"	6.6
"20131030"	7.3
"20131031"	7.2
"20131101"	6.1
"20131102"	7.2
"20131103"	10.0
"20131104"	6.1
"20131105"	7.8
"20131106"	6.7
"20131107"	11.1
"20131108"	5.6
"20131109"	6.7
"20131110"	9.4
"20131111"	5.6
"20131112"	11.6
"20131113"	5.5
"20131114"	10.5
"20131115"	7.2
"20131116"	8.4
"20131117"	5.0
"20131118"	7.7
"20131119"	8.4
"20130521"	10.0
"20130522"	10.6
"20130523"	8.9
"20130524"	11.1
"20130525"	5.0
"20130526"	10.0
"20130527"	12.2
"20130528"	6.7
"20130529"	13.4
"20130530"	10.0
"20130531"	8.3
"20130601"	9.4
"20130602"	10.5
"20130603"	6.7
"20130604"	10.0
"20130605"	8.9
"20130606"	6.1
"20130607"	2.2
"20130608"	11.1
"20130609"	9.5
"20130610"	4.4
"20130611"	8.9
"20130612"	6.1
"20130613"	7.8
"20130614"	10.5
"20130615"	10.6
"20130616"	8.4
"20130617"	8.3
"20130618"	11.1
"20130619"	10.0
"20130620"	10.0
"20130621"	10.0
"20130622"	10.6
"20130623"	10.0
"20130624"	10.0
"20130625"	10.0
"20130626"	6.1
"20130627"	7.2
"20130628"	6.6
"20130629"	6.6
"20130630"	7.2
"20130701"	2.8
"20130702"	5.6
"20130703"	5.5
"20130704"	6.7
"20130705"	7.8
"20130820"	11.1
"20130821"	10.0
"20130822"	3.9
"20130823"	6.1
"20130824"	8.4
"20130825"	10.5
"20130826"	8.9
"20130827"	8.9
"20130828"	8.3
"20130829"	5.0
"20130830"	8.3
"20130831"	7.2
"20130901"	5.0
"20130902"	4.5
"20130903"	7.8
"20130904"	9.5
"20130905"	8.9
"20130906"	8.3
"20130907"	11.7
"20130908"	10.5
"20130909"	8.9
"20130910"	10.6
"20130911"	10.6
"20130912"	9.5
"20130913"	10.0
"20130914"	7.2
"20130915"	12.2
"20130916"	9.5
"20130917"	8.3
"20130918"	11.6
